recipe_id,recipe_name,location
1758724,Bengal baked curd with tamarind berries (Mishti doi jamun ki sath),India
1757842,Bengali-in-the-cupboard egg curry (Dimer johl),India
1211423,Berry and pistachio tart (Tarte aux fruits rouges-pistache),France
398018,Black pepper tofu,
398039,Broccolini and sweet sesame salad,
1757853,"Butternut squash, aubergine + red lentil sambhar",India
1709330,"Carrot houmous, roast tomatoes & harissa yogurt",Israel
1755029,Cauliflower korma with blackened raisins (Gobhi korma),India
2275668,Chopped salad: three ways - yoghurt version (Salata Arabieh 3),Palestine
651379,Courgette and rice filo pie,
1755044,Courgette kofta in a ginger + tomato sauce,India
1709425,"Cumin-roast aubergines, chickpeas, walnuts & dates",
1707250,Egg & salmon donburi,Japan
1757844,Egg hoppers with onion sambol,Sri Lanka
2205901,Fish keftedes in mustard and dill,Cyprus
1757900,Grand vegetable biryani (Mast biryani),India
2043738,Grapefruit chicken stew with couscous,
1709441,"Greek baked beans with dill, preserved lemon & feta",Greece
2275576,Hassan’s easy eggs with za’atar and lemon,Palestine
929193,Herb pie,Israel
1374373,Herby butter bean salad with crispy pitta bread,Lebanon
1757839,Hill station salad,India
2205914,Homemade oven chips,Cyprus
1757821,"Hot green bean, cashew + coconut salad (Haree phalee salad)",India
1709264,Huevos rotos,Spain
398109,Kisir,Turkey
2205327,Lentils and spinach with crispy shallots (Faki moutzendra me spanaki),Cyprus
1757898,Lime pickle rice with roasted squash (Nimbu achar kaddoo ka chawal),India
1689197,New potato and chickpea chaat (Aloo chana chaat),India
2205980,"Orange, yoghurt and filo cake (Portokalopita)",Cyprus
1757850,"Pumpkin, black-eyed bean + coconut curry (Olan)",India
398114,Quinoa salad with dried Iranian lime,
1855764,Rhubarb and strawberry crumble cake,
2185127,Sausages & lentils with herb relish,
2205906,Seafood and saffron pilafi (Pilafi risi me thalassina),Cyprus
2184995,"Smoked paprika-baked zucchini, tomatoes & string beans with eggs",
2205936,Spice-roasted squash with dried cherries and tahini,Cyprus
1757901,Tomato + green bean sevai (Thakkali sevai),India
2184997,"Tomato, goat cheese & olive clafoutis with basil",France
2276750,"Aubergine, chickpea and tomato bake (Musaqa’a)",Palestine
2276192,"Baby gem lettuce with burnt aubergine yoghurt, smacked cucumber and shatta",Palestine
2276751,Beetroot and feta galette with za’atar and honey,Palestine
2276732,Buttery rice with toasted vermicelli (Ruz bil sh‘arieh),Palestine
2276748,"Chard, lentil and preserved lemon soup (Shorbet adass w sliq)",Palestine
2277613,Chicken shawarma pie,Palestine
2276736,Chilled cucumber and tahini soup with spicy pumpkin seeds,Palestine
2277647,Chocolate and qahwa flour-free torte,Palestine
2205919,Coriander and lemon roast chicken,Cyprus
651303,Courgette penne spoufflé,
2205585,Creamy chickpeas and chard (Revithia me lahana),Cyprus
2205319,Cypriot pork meatballs (Keftedes),Cyprus
2275577,Fresh herb omelette with caramelised onions (Ijeh),Palestine
2275584,Ful medames,Egypt
2275580,Green shakshuka,Israel
2197079,"Greens and eggs, a love affair (Horta me avga)",Cyprus
2275587,Hummus: two ways - kofta version,Palestine
2277622,Jerusalem sesame bread (Ka’ak al quds),Palestine
2205973,Jewelled pilafi (Pourgouri me rodi),Cyprus
2277633,Knafeh Nabulseyeh,Palestine
2275598,Labneh,Palestine
2277654,"Labneh cheesecake with roasted apricots, honey and cardamom",Palestine
2205938,Mama’s leftover Easter egg salad,Cyprus
2200411,Mama’s tzatziki aka talattouri,Cyprus
2276200,Na‘ama‘s buttermilk fattoush,Palestine
2277592,Open cauliflower pies (Sfiha 2),Palestine
2277645,"Orange blossom, honey and baklava semi-freddo",Palestine
2276758,Pasta with yoghurt and parsley breadcrumbs (Ma’caroneh bil laban),Palestine
2276756,"Rice with yoghurt, roasted cauliflower and fried garlic (Labaniet alzahar)",Palestine
2276219,Roasted squash and courgettes with whipped feta and pistachios,Palestine
2275579,Scrambled red shakshuka,Israel
2277539,Spiced salmon skewers with parsley oil,Palestine
2275651,Spicy olives and roasted red pepper (Zaytoun bil shatta),
2276725,Spicy roasted new potatoes with lemon and herbs (Batata bil filfil),Palestine
2276757,"Spinach and toasted orzo, with dill and green chilli salsa",Palestine
2277652,Sticky date and halva puddings with tahini caramel,Palestine
2277628,Sumac onion and herb oil buns,Palestine
2197078,The Panayiotou halloumi and mint bundt (Halloumopita),Cyprus
2205303,Toasted walnut and bean skordalia (Karydia me fasolia skordalia),Cyprus
2205322,Yellow split pea and wild fennel soup (Louvana me marathos),Cyprus
1199097,Appley Chelsea buns,United Kingdom
2277630,Arabic samosas (Sambousek),Palestine
1709433,"Baked merguez with beans, eggs & feta",
2276741,Butternut squash and saffron soup with caramelised pistachios and herb salsa,Palestine
2180312,Cauliflower cheese pizza pie,
1199114,Chocolate pear cake,
1199098,Chunky apple and marmalade cake,
1354151,Corsican pie with courgette flowers,Corsica
1533067,Dutch baby,United States of America
2277616,Fragrant Palestinian couscous (Maftoul),Palestine
2276747,Freekeh soup with chicken meatballs (Shorbet freekeh),Palestine
2182821,Greek-inspired cauliflower stew,Greece
2277605,Meatballs and peas in tomato sauce,Palestine
1709966,Moroccan-spiced chicken with dates & aubergines,Morocco
2180317,My veggie moussaka,Greece
2180477,Pea & ricotta stuffed courgettes,
2182809,Roasted black bean burgers,
2180473,Scrumptious veg traybake,
1709426,Simple red lentil & pumpkin dal,India
2182837,Speedy spiced pocket bread,
652138,Spicy carrot and chickpea pitta pocket,
2277611,Spicy pasta bake,Palestine
651257,Squash and fennel lasagne,
2180290,Super-comforting gumbo,New Orleans
1199078,Toad-in-the-hole with apples,
2277624,Za’atar bread (Aqras za’atar),Palestine
2359223,Asparagus and gochujang pancakes,
2359190,"Bkeila, potato and butter bean stew",Israel
2359190,"Bkeila, potato and butter bean stew",Tunisia
2359203,"Black beans with coconut, chilli and lime",
2359685,Coconut and turmeric omelette feast,
1184955,Double chocolate muffins,
2359682,Giant couscous and pumpkin in tomato and star anise sauce,
2359127,Hasselback beetroot with lime leaf butter,Sweden
2359188,Lime and coconut potato gratin,
2359689,Mafalda and roasted butternut in warm yoghurt sauce,Israel
2359683,One-pan orecchiette puttanesca,Italy
2359219,Potato and gochujang braised eggs,
2359736,Roasted carrot salad with chamoy,Mexico
2360057,Spicy roast potatoes with tahini and soy,
2182301,Sweet leek carbonara,Italy
2359678,"Sweet potato in tomato, lime and cardamom sauce",
2359221,The ultimate traybake ragù,Italy
1709982,"Tomatoes, potatoes & vermouth with basil crème fraîche",
2359691,Aubergine dumplings alla Parmigiana,Italy
2023228,"Butternut squash with sweetcorn salsa, feta and pumpkin seeds",
2359679,"Butternut, orange and sage galette",France
2359770,Cauliflower roasted in chilli butter,
1164086,Chicken & spinach cannelloni,Italy
2200409,"Chocolate, tahini and halva marble cake",Cyprus
2359183,Curry-crusted swede steaks,India
2359881,Dirty rice,New Orleans
2327363,Green & black-eyed bean baklava with feta & honey,Israel
2359121,Iceberg wedges with smoky aubergine cream,
2326193,Pomegranate molasses & honey-glazed meatballs,
1532983,Pumpkin bundt cake,
1867657,Red cabbage and cashew biryani,India
2327370,Red kidney bean & sweet potato stew with yogurt & hot mint oil,Iran
1867711,"Roast potatoes, swede, apples and kale",
2326040,"Slow-cooked butter beans with oregano, tomatoes & garlic",
2359782,Spicy berbere ratatouille with coconut salsa,Ethiopia
2359782,Spicy berbere ratatouille with coconut salsa,France
2359690,Stuffed aubergine in curry and coconut dal,India
1165344,Sweet pea fish pie,
2327381,"Tahini, almond & orange brownies",
2326043,Tomato & garlic rice,
1533026,Triple chocolate buckwheat cookies,
2359765,Udon noodles with fried tofu and orange nam jim,Thailand
1860745,Ultimate chicken shawarmas,Israel
1335504,Aubergine and cherry tomato curry (Ringra tametar nu shaak),India
2326205,Beetroot & feta lattice,
2359754,Chaat masala potatoes with yoghurt and tamarind,India
2327367,"Chard, ricotta & runny egg pie",
2326910,Chicken & apricot pastries,Israel
1211439,Chocolate mousse tart (Tarte mousse chocolat),France
2326386,Courgette & oregano pancakes with feta & honey,Turkey
2326049,"Cucumber, green apple & nigella salad with feta & dill",
2359185,Curried carrot mash with brown butter,
1384898,Daily dal (Masoor dal),India
1346001,Disha's pav bhaji,India
2326899,Fragrant fish cakes with preserved lemon mayonnaise,
1392429,Green beans with mustard seeds and ginger (Fansi nu saak),India
1335507,Gujarati potato curry (Bateta nu shaak),India
2326029,"Mozzarella, olive & za'atar pizzettes",Italy
2326029,"Mozzarella, olive & za'atar pizzettes",Lebanon
2327343,"Pear, chickpea & green leaf salad with maple harissa dressing",
1347010,Roasted aloo gobi salad (Phool kobi ne bateta nu salaad),India
1335505,"Roasted butternut squash curry with garlic and tomatoes (Lasan, tametar anna kaddu nu shaak)",India
2326032,Spiced carrot & tamarind soup,
1757856,Sri Lankan dal with coconut + lime kale,Sri Lanka
2326369,Tahdig e makaroni,Iran
2326378,Adas polow,Iran
2275656,Beetroot and sweet potato dip with pistachio bulgur salsa,
2276730,"Bulgur, tomato and aubergine pilaf (Shulbato)",Palestine
2326039,Cannellini bean mash with preserved lemon & tahini,
2326187,"Carrot, pistachio & dill salad with lime & honey dressing",
2326030,Cauliflower & cumin soup,
1843951,Cauliflower miso mac & cheese,
1861999,"Cauliflower, anari, black pepper & thyme quiches",Israel
2580115,Cherry and chocolate baked Alaska,United States of America
2199341,Chicken in a pot with lemon and orzo,
455349,Chocolate peanut butter cheesecake,
2205977,Christmas honey biscuits (Melomakarona),Cyprus
2327372,"Goats' cheese, vegetable & za'atar filo tart",
2326035,Green chicken,
2580053,"Hermine's ham, cheese and chive couronnes",France
1855798,Lemon and poppy seed cake (National Trust version),
2359887,Miso butter onions,
2580033,Paul's chocolate babka,Ukraine
2580616,Peter's red berry delice,
2277620,Pita bread (Khubez),Israel
2196887,"Pumpkin, couscous, date syrup",
1533013,Salted chocolate tart,
1347032,Simply spiced spring cabbage (Kobi nu shaak),India
2326199,"Smoky beef, potato & pea pan-fry with eggs & yogurt",
398002,Spicy Moroccan carrot salad,Morocco
2277631,Spinach pies (Fatayer sabanekh),Palestine
2359216,Swede gnocchi with miso butter,Asia
2359216,Swede gnocchi with miso butter,Italy
2275586,Warm hummus with toasted bread and pine nuts (Fattet hummus),Palestine
2359224,Za'atar cacio e pepe,Italy
2277538,Baked fish kubbeh (Kubbet samak bil siniyeh),Palestine
398103,Coconut rice with sambal and okra,Malaysia
2207834,Garlic and tomato baked penne with rosemary and oregano,Italy
2326895,Ghayour house chicken kari,Iran
651935,Mexican tomato and bean soup,Mexico
653869,Patatas bravas,Spain
652039,Pearl barley broth,
839669,Saint-Génix brioche with chocolate-coated almonds and hazelnuts,France
2276718,Spiced chickpeas (Balilah),Palestine
398099,Spiced red lentils with cucumber yogurt,
2326381,Spicy bulgur wheat meatballs in garlicky tomato sauce,Turkey
839023,Sunny pear and chocolate tart,
398064,"Swiss chard, chickpea and tamarind stew",
652158,Upside-down onion tart,
2276216,Winter tabbouleh with a blood orange dressing,Palestine
1757841,Akoori,India
2152238,All-in-one sweet potato Thai curry,Thailand
1369358,Bombay eggs,India
1335511,"Cauliflower, cashew, pea and coconut curry (Phool kobi kaju anna mattar nu shaak)",India
1392437,Chaat salad,India
2580495,Chicken and leek pie,
2326897,"Chorizo, goats' cheese & cumin borek",Israel
929475,Clementine & almond syrup cake,Israel
1369331,Coconut fish curry (Fish moilee),India
2154322,"Gently spiced pearl barley with tomatoes, leeks, dill & pine nuts",
1852892,Ham & egg curried noodles,
839142,Hazelnut waves,
1856145,Knickerbocker glory,United States of America
1856145,Knickerbocker glory,Italy
1384910,"Pan-fried potatoes with peanuts, black pepper and lemon juice (Ferrari)",India
2207356,Rosemary and thyme potato gratin with bay leaves,France
1709598,"Salmon, fennel & potatoes en papillote with dill butter",
1533028,Seed-studded Anzac biscuits,Australia
1533028,Seed-studded Anzac biscuits,New Zealand
2326042,Spiced turmeric mashed potatoes with coriander,
1384913,"Spinach with black pepper, garlic and lemon",India
2207849,Summer harvest paella with saffron and coriander,Spain
2154003,Three bean chilli with avocado salsa,Chile
2154003,Three bean chilli with avocado salsa,United States of America
1384908,Worker's curry (Chana masala),India
2326201,Yogurt & spice roasted salmon,
929194,Acharuli khachapuri,Georgia
1685097,Black dal,India
652553,Cannellini bean hummus,
1686312,"Caraway, honey and buttermilk buns",
1683210,Fennel and sausage muffins,
2197101,Fennel stuffed flatbreads (Marathopita),Cyprus
2200413,Houmous,Cyprus
1685099,Jerusalem artichoke and thyme barley risotto,
1684656,Kimchi and prawn okonomiyaki,Japan
1843954,Lentil & yogurt pita dip,
1681124,Menemen with lemon-roasted feta and olives,Turkey
1244659,Middle Eastern-spiced squash and white beans with lemon and mint,Israel
769253,"Millet, oat, and apple muffins",
1685092,One-pan creamy squash pasta,
1855726,Parsnip and pecan cake with aniseed and orange,
1681151,"Parsnip, mustard and Comté soup",
2205904,Pomegranate and thyme swordfish souvlaki (Souvlaki xifias me rodi),Cyprus
1686303,Praline orchard pie with bourbon,
1710311,Raspberry yogurt cake,
1681160,Roasted cauliflower and coconut soup,
1843947,"Roasted sweet potatoes with cannellini beans, toasted bread crumbs & spinach",
1709956,"Spanish rice with chorizo, beans & pumpkin",Spain
1866206,Spatchcock chicken with miso and sesame seeds,
1709471,"Turkish pasta with feta, yogurt & dill",Turkey
2205934,Village salad (Horiatiki salata),Cyprus
1243502,"White fish, saffron and dill couscous pilaf",
1681119,Wholegrain nasi goreng with spinach,Indonesia
1843600,Zucchini & garlic quesadilla,Mexico
1686299,"Almond, oat and raisin cookies",
1686295,"Apple, pear and tarragon slaw",
1681129,"Chorizo, tomato and chickpeas on toast",
2484407,Date and walnut brownies,Greece
2484407,Date and walnut brownies,Turkey
2484407,Date and walnut brownies,Cyprus
2484394,Greek tomato meatballs (Soutzoukakıa),Greece
1686068,Khichdi,India
1686297,Killer dressed roast potatoes,
1684668,"Lemon sole with preserved lemon, coriander and capers",
1686308,Malted milk chocolate and raspberry tart,
1685654,Pecan and sausage stuffing mac 'n' cheese,
2484339,Pumpkin and cardamom soup,Cyprus
2484339,Pumpkin and cardamom soup,Greece
2484339,Pumpkin and cardamom soup,Turkey
1683212,Quick griddled multigrain flatbreads,
1685649,Roast harissa butter chicken and cracked wheat,
1685094,"Roasted chickpea, cauliflower and sesame lamb",
1685093,Sausage and wild garlic linguine,
1685648,Slow-cooked chicken rendang with gentle spiced rice,Malaysia
2484303,Smoky lima beans (Gıgantes plakı),Cyprus
2484303,Smoky lima beans (Gıgantes plakı),Greece
2484303,Smoky lima beans (Gıgantes plakı),Turkey
1855668,Victoria sponge with strawberries and white chocolate cream,United Kingdom
2484340,Black-eyed peas with chard (Louvı),Cyprus
2484403,Bougatsa,Greece
2484308,Broccolini with red peppers and dill,Turkey
2484341,Chana masala,Pakistan
929468,Chocolate krantz cakes,Israel
2484326,Cypriot potato salad,Cyprus
2484346,Fish kebabs with skordalia,Greece
2484346,Fish kebabs with skordalia,Turkey
2484286,Halloumi mint muffins,Cyprus
2484319,Lentils with preserved lemons and zhoug,Yemen
2484389,Rakhine chicken curry,Burma
1685091,Roasted sticky plum chicken with pickled cucumbers,
2484345,Sea bream with pistachio and herb sauce,Turkey
2484274,Spiced tomato scramble (Menemen),Turkey
2484327,Spicy bulgur in lettuce cups (Kısır),Greece
2484288,"Spinach, herb and feta pie (Spanakopıta)",Greece
2484325,"Sweet potato, chickpea and tahini salad",Cyprus
2484325,"Sweet potato, chickpea and tahini salad",Greece
2484325,"Sweet potato, chickpea and tahini salad",Turkey
2484343,Tagliatelle with herbed lentils (Harak osbao),Syria
2484335,Turkish bride soup (Ezogelin çorbası),Turkey
2206177,Warm custard filo pie and cinnamon sugar (Bougatsa),Cyprus
2484313,Zucchini and feta fritters (Mücver),Cyprus
2484313,Zucchini and feta fritters (Mücver),Greece
2484313,Zucchini and feta fritters (Mücver),Turkey
2484305,Afghan spiced pumpkin (Boranı kadoo),Afghanistan
2484333,"Beet, fennel and pomegranate salad",Greece
2019594,Chocolate and coconut cake,Palestine
2484404,"Chocolate, orange and olive oil mousse",Cyprus
2206176,Creamy filled cigars in an orange blossom syrup (Galatoboureko),Cyprus
2484317,Greek vegetable medley,Greece
2484344,Istanbul's famous mackerel sandwiches (Balık ekmek),Turkey
2018590,Lemon and chilli roast potatoes (Batata harra),Palestine
2484338,Lemon chicken soup (Avgolemono),Greece
2019552,"Lentil, aubergine and pomegranate stew (Rummaniyya)",Palestine
1683855,"Lentil, feta and spinach fritters",Greece
2484278,Olive bread (Elıopıta),Cyprus
2018576,"Olive, fig and honey tapenade",Palestine
2359697,Polenta with fresh corn and braised eggs,
2019527,Roast cauliflower soup,Palestine
1686061,Roasted guinea fowl and pumpkin pastilla,Morocco
2484279,Spiced cornbread with feta (Mısır ekmeği),Turkey
2484291,Spicy red pepper and walnut smash (Muhammara),Syria
2484267,Sweet tahini swirls (Tahinli çörek / Tahinopita),Cyprus
2359904,Tofu meatball korma,India
2484328,Tomato and za'atar salad,Cyprus
2484328,Tomato and za'atar salad,Greece
2484328,Tomato and za'atar salad,Turkey
1856079,Apricot and Amaretto cheesecake,
652315,Baby carrot and broad bean risotto,
2477668,Carrot soup with tahini & rosemary,
2019639,Coconut bites,Palestine
2018565,Hummus,Palestine
2019567,"Lemon, cumin and green chilli sea bass",Palestine
1635250,Marbled chocolate brownie with raspberries (Brownie marbré au chocolat et aux framboises),France
2182819,Proper baked beans,
2019530,Red lentil and squash soup with za’atar croutons,Palestine
2019544,Roast aubergines with spiced chickpeas and tomatoes (Musaka’a),Palestine
2019578,Roast chicken stuffed with raisins and pine nuts (Djaj mahshi),Palestine
2180310,Roasted veg dosa,India
2018588,Shakshuka,Palestine
2019590,Tray-baked lamb kibbeh (Kibbeh bil saneeyeh),Palestine
2484276,Turkish flatbread (Pide ekmek),Turkey
1635119,Vegetarian lasagna (Lasagnes végétariennes),France
1635119,Vegetarian lasagna (Lasagnes végétariennes),Italy
2478088,Baked dhal with tamarind-glazed sweet potato,India
25354,Bakewell tart with fresh raspberries,United Kingdom
2478509,Brown butter double-chip cookies,
2478503,Chocolate & almond butter swirl brownies,
2473741,Cinnamon & cherry tomato koshari,Egypt
2473742,Corn risotto,
2478507,Double ginger & apple cake,
2478487,Gobi Manchurian,China
2478487,Gobi Manchurian,India
2477667,Greek olive & herb shakshuka,Greece
2474875,Green broccoli soup,
2477665,Greens & kimchi-fried rice,South Korea
2478472,Leek & potato traybake with quick romesco,Spain
2473707,Muhammara chickpea stew,Syria
2478514,Oat milk,
2473710,"One-pot orzo with beetroot, thyme & orange",Italy
377478,Pear and Amaretto crumble cake,
2474395,Pimentón burgers,
2478468,Piquant smoked paprika pasta bake,
2478502,Pistachio & tahini fridge tiffin,United Kingdom
2478086,Quick squash lasagne,Italy
2477673,Saag aloo shepherd’s pie,India
2477673,Saag aloo shepherd’s pie,United Kingdom
2476995,Squash & ginger noodle soup,
2473746,Ancho chilli & peanut mole,Mexico
2359120,Calvin's grilled peaches and runner beans,
200606,Chocolate cloud cake,
2473355,Corn and cauliflower chowder,United States of America
2474376,Courgette & halloumi fritters with chilli & mint jam,
2473356,Late summer corn & tomato curry,
2473713,"Lemon, chickpea & green herb stew",
2475157,"Pea, potato & lemon traybake",
2473393,Persian noodle soup,Iran
2473370,"Quinoa, lime and jalapeño pilaf",
2359228,Spring vegetables in Parmesan broth with charred lemon salsa,
1163740,Squash & spinach pasta rotolo,Italy
2478478,Sticky sesame-baked cauliflower,
938139,Sweet naughty beginning toastie,
2477669,Tomato & tamarind bhel puri,India
1165354,Tuna melt piadina,Italy
2601460,Yellow split pea purée with buttered onions and caper sauce,
2019569,Za’atar roast salmon with garlicky bean mash,Palestine
2601194,"(One jar of) butter beans with preserved lemon, chilli, and herb oil",
2602132,Baked orzo puttanesca,Italy
2602347,Beyond potato salad,
2601202,Cheesy polenta and tomato sauce,Italy
2602129,Confit tandoori chickpeas,India
2602351,Cream of tomato soup with buttery onions and orecchiette,
2602366,Creamed corn stuffed peppers with pickled jalapeños,
2601198,Creamy dreamy hummus,Israel
2602354,Curried cauliflower cheese filo pie,
2602159,Fish koftas in ancho chilli and tomato sauce,
2602811,Frozen berries for little humans,
2601203,Green cannellini and tahini,
2602368,Greens and chermoula potato pie,Morocco
2601196,Hawaij onion and chickpea soup with cheesy toast,Yemen
2602150,M.E. mac ’n’ cheese with za’atar pesto,Israel
2602152,Magical chicken and Parmesan soup with pappardelle,
2602169,Mediterranean-style fried rice with anchovy lemon dressing,Italy
2601490,Not-your-average tomato salad,
2602355,"Peas, tahini, and za’atar",
2601200,Pita,Israel
769822,Red kuri squash muffins,
2602179,Rice koofteh in spiced tomato sauce,
2602370,"Skillet berries, bread, and browned butter",
2601494,Smooshed carrots with coriander pistachio pesto and pickled onions,
2602146,Sticky sweet and sour plums and sausages,
2601552,Sweet potato shakshuka with Sriracha butter and pickled onions,
2601464,"Tamarind, greens, and mung beans with turmeric oil",Iran
2602172,Tomato and courgette loaf with spiced tomato chutney,
2602813,Verena’s road trip cookies,
2601475,Very giant giant couscous cake,
2601458,Za’atar parathas with grated tomato,India
2602134,Za’atar salmon and tahini,
2601496,(All the) herb dumplings with caramelised onions,
2602365,(That one bag of) mixed veggies and potato fritters with harissa,Morocco
2602130,5-a-day toad-in-the-hole,United Kingdom
2602133,"Berbere spiced chicken, carrots, and chickpeas",Ethiopia
2602358,"Braised green beans with tomato, cardamom, and garlic",
2601549,"Burnt aubergine, tomato, and tahini",
2602803,Carrot cake sandwich cookies,
2602819,Cheesy fruity stromboli,Italy
2602135,Chickpeas cacio e pepe,Italy
377467,Chocolate fudge cake,
2602357,Cobb salad with mango and lime dressing,
1532981,Dark and sumptuous chocolate cake,
2602353,Gnocchi with sumac onions and brown butter pine nuts,
2602182,Herby cabbage and potato gratin with Gruyère and ricotta,
2602148,Kale pesto strata with Gruyère and mustard,
2602137,One-pan crispy spaghetti and chicken,
2602346,Pancake omelettes (pomlettes),
2601510,Roasted potatoes with aïoli and buttered pine nuts,France
36541,Roxanne's millionaire's shortbread,
2602158,"Smoky, creamy pasta with burnt aubergine and tahini",
2601466,"Soda bread with figs, star anise, and orange",Ireland
2602345,Spiced butternut mash with pancake omelettes (pomlettes),
2601497,Spiced mashed aubergine and peas,India
2601486,"Spiced semolina with corn, peanuts, and coriander",
2601481,Tabbouleh fritters with quick chilli sauce,
1509752,Tiffin,
2602809,"Upside-down lemon, maple, and vanilla cake with lemon-maple butter",
2601469,Yogurt rice with chana dal and curry leaf oil,India
2602821,"Almond, barberry, and orange brittle with Aleppo chilli",
2602348,Any grilled veg with mustard and Parmesan dressing,
2601477,Black lime beef skewers with sumac onions,
2601580,Brussels sprout and Parmesan salad with lemon dressing,
2601559,Butternut squash with orange oil and caramelised honey,
2602154,"Celebration rice with lamb, chicken, and garlic yogurt",
1510037,Chocolate shortbread twists,
2580491,Christmas log cake,
2602808,Coconut dream cake,
2323858,Confit salmon pappardelle with cardamom and lime,Italy
2161292,Freekeh tabbouleh,Israel
2601557,Grilled bread with tomato and fried garlic,Spain
2615638,Lasagne of love,Italy
2601563,Lime and poppy seed slaw with curry leaf oil,
2601508,Roasted pepper salad with cucumber and herbs,Tunisia
2602165,Smoky marinated feta,
2602131,Spicy pulled pork vindaloo,India
2328592,Blueberry and cream cheese crostata,United States of America
2328592,Blueberry and cream cheese crostata,Italy
1946723,Chocolate and orange monkey bread,
1855688,Chocolate Guinness cake with Baileys Irish cream,
2124798,"Chocolate, orange and cardamom bread",
2010438,Coronation chickpeas,United Kingdom
2432330,Dal pita,Mauritius
2481915,Eggs baked in sticky kimchi rice,South Korea
2633602,"Lentil, spinach and feta gözlemes with grated tomato salsa",Turkey
1958200,Orecchiette cooked in chickpea and tomato sauce,Italy
1958200,Orecchiette cooked in chickpea and tomato sauce,Morocco
2189268,"Potato, leek and sauerkraut gratin",
2395142,Pumpkin pappardelle pie,
2037085,Roast berbere vegetables and chickpeas,Eritrea
2037085,Roast berbere vegetables and chickpeas,Ethiopia
2052844,Roast butternut squash curry,
1619660,Roast cauliflower with chorizo and green olives,
2076442,Spiced chicken madrooba,Israel
2129605,"Spicy cannellini beans, leeks and eggs",
2246625,Spicy chicken and cabbage soup,
2147931,Beqaa Valley salad (Warak enab),Lebanon
2193947,"Butternut squash, feta and sage filo pie",
2130886,"Carrot, fennel seed & red lentil soup with labneh & sesame oil",Israel
2130991,"Chickpea, paneer, spinach, & preserved lemon stew",Israel
2135662,Chouf Mountain spring tabouleh,Lebanon
2319038,Cucumber salad with brown butter croutons,United Kingdom
2147946,Dark chocolate & halva tart,Lebanon
2130900,Date-stuffed naan,India
1710309,Lemon & ricotta cake,
2130975,Moghrabieh salad,Israel
2602817,"Muhallabieh with burnt honey orange syrup, kataifi, and pistachio sugar",Israel
2185603,Orzo pilaf with fennel and dill,
2130888,Rice & vegetable aash with puy lentils,Iran
2412624,"Roast sweet potato with maple, lime and pecans",
2130986,Smoky black-eyed bean & tomato stew,Israel
1533070,Soda bread buns with fennel seeds and cranberries,Ireland
2135673,Sticky pomegranate sujuk,Lebanon
2130887,Sweet potato & lime soup,Israel
2133181,"Sweet potato, coconut & thyme bake",Jamaica
2135690,Syrian spaghetti with pomegranate & lentils (Hurrak osbao),Lebanon
2135690,Syrian spaghetti with pomegranate & lentils (Hurrak osbao),Syria
1532982,Thyme and lemon bundt cake,
1354158,Winter saffron gratin,
2133200,Dark chocolate & cherry sheet bake,
2389333,Eggs in filo nests with cheesy leeks and za'atar,
2129737,Feta & spring onion-stuffed potato skins,Israel
2131113,"Feta, pul biber & oregano macaroni bake",Israel
2131114,"Lemon, black pepper, pecorino & cabbage rice",Israel
2183888,"One-pot chicken with orzo, porcini and cinnamon",
2130898,Roast vegetable bastilla,Morocco
2152389,"Salted coffee, pecan and lime rocky road",United States of America
2152389,"Salted coffee, pecan and lime rocky road",Australia
2132171,"Spaghetti with olives, broccoli & feta",Israel
2133195,Spiced chewy chocolate cookies,
2133187,Spiced potato rösti,Switzerland
2133187,Spiced potato rösti,Israel
2132190,Spiced sweet potato & onion hash,Israel
2130890,"Sweetcorn, potato & cheddar chowder",Israel
2110039,"Amalfi lemon, bay leaf and olive oil cake",Italy
36511,Chocolate-cherry cupcakes,
1755028,Goan butternut squash cafreal,India
1755028,Goan butternut squash cafreal,Portugal
2131117,Roasted aubergine & carrot couscous with preserved lemon,Israel
1757815,Cauliflower + pomegranate chaat,India
1384903,Kidney bean curry (Junjaro),India
1369416,Masala omelette (Masala amlet),India
1757801,Runner bean subji,India
2473375,"Lemon, tomato & cardamom dhal",India
2478474,Preserved lemon & herb-baked orzo,Syria
2476990,Smoky swede carbonara,Italy
2474382,Sticky squash & pistachio flatbreads,
2478500,"Chocolate, olive oil & rosemary cake",
2799431,"Banana, sesame and maple cake",
2799288,Black-eyed peas with roasted onion aïoli,France
2799300,Brown butter curried corn bread,
2799281,Butternut and sage lasagne gratin,
2799229,Caldo de feijão with spicy pine nut oil,Brazil
2799422,Cannelloni enchiladas,Italy
2799422,Cannelloni enchiladas,Mexico
2799063,Cheesy roasted aubergine with salsa roja,Italy
2799063,Cheesy roasted aubergine with salsa roja,Mexico
2799681,"Coconut, chocolate and coffee roll",
2799228,Lentils with caramelised onion aïoli and crispy chilli oil,France
2811539,Meatball & mushroom Stroganoff,Israel
2811539,Meatball & mushroom Stroganoff,Russia
2809690,My ultimate tuna salad,Israel
2799447,Passion fruit pudim,Brazil
2799090,Peas with tomatoes and onions,
2799099,Piri piri tofu over crispy crispy orzo,
2799064,Porcini ragù,Italy
2799389,Red curry sweet potato gratin,Thailand
2799269,Sheet-pan sausages and charred citrus,
2799264,Spiced lamb and aubergine ragout,
2799428,Sticky banana and chocolate skillet cake,
2799275,Sticky coconut rice cake with turmeric tomatoes,Asia
